Location,Timestamp,mq135_raw,soil_moisture,soil_temperature,speed,light_intensity_lux,sound_level,rain_detected,estimated_ppm,temperature,humidity,pressure,altitude,uv_index
19.0890_72.8690,1752070831.181664,438,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752070838.0289555,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,4.0
19.0890_72.8690,1752070845.8352082,432,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752070852.5410664,439,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070878.6792545,433,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070892.6296005,437,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070905.7483757,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070912.1739163,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070926.6123185,432,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070933.3385005,448,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752070948.168991,444,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752070954.5810125,444,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752070960.8836193,448,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752070967.6715577,446,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752070974.360411,441,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752070981.249343,441,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752070988.5081096,446,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752070995.315528,462,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071002.3092625,374,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071015.8145483,464,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,3.0
19.0890_72.8690,1752071022.1302552,445,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071029.32303,464,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071042.7001102,443,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071049.3486137,442,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071055.9760823,443,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071062.343335,439,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071068.581968,443,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071082.7839801,432,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071089.0484934,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,4.0
19.0890_72.8690,1752071095.1998448,439,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071109.2215726,441,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071115.4781544,441,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071121.6755455,435,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071128.1472995,442,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071134.947878,451,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071141.6596568,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071148.159728,432,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071154.4042788,340,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071161.1614783,450,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071167.6475658,447,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071174.2226737,449,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071180.7226748,449,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071187.5605936,755,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071194.2396395,421,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071200.6901426,443,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071213.3877091,441,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071219.6461537,447,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071226.085369,438,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071232.6395593,435,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071239.0909505,438,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071245.7457201,451,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071252.198663,444,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071258.4765596,445,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071264.6907523,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,4.0
19.0890_72.8690,1752071271.028815,450,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071277.3693225,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071283.6476035,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071290.1864853,453,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071296.3881178,450,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071302.8854125,449,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071309.1315217,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071315.3643901,451,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071321.7259521,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071328.1761081,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071334.526325,418,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071340.7458262,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071346.952534,442,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071353.5504735,437,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071359.920014,446,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071366.5773478,447,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,14.0
19.0890_72.8690,1752071372.9829323,450,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071379.8369122,446,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071386.3987799,433,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071392.820208,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,1.0
19.0890_72.8690,1752071399.166383,442,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071405.6943827,445,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071411.827398,454,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071418.392077,452,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071425.253651,464,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071431.5497522,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071438.054339,449,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071444.4014199,447,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071450.7511299,441,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071457.0718238,470,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,10.0
19.0890_72.8690,1752071463.2582788,447,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071469.638563,451,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071476.2487648,447,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071482.8026521,461,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071489.0670843,447,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071495.4987113,445,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071501.926597,451,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071508.2999847,453,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071514.6872087,439,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071521.0809488,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071527.5476878,455,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071533.999423,447,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071540.4206789,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071546.6604452,464,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071553.2577064,455,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071559.6555612,474,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071566.473071,451,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071573.1170588,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071579.550074,450,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071585.832808,448,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071592.0743861,449,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071598.4308395,451,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071604.761368,437,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071611.1209059,447,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071617.5584397,443,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071624.2452455,443,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071630.6491199,438,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071636.9126966,453,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071643.3224244,497,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071649.6310306,447,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071656.3683703,435,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071662.9236782,448,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071669.6410263,470,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071675.9273353,447,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071682.2160103,449,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,15.0
19.0890_72.8690,1752071688.6250074,449,0.0,28.4,0.5,720,0,0,320,27.0,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071695.0305078,461,0.0,28.4,0.5,720,0,0,320,27.0,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071701.7301776,445,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071708.0200953,442,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071714.3296263,442,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071720.9834516,454,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071727.4417949,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071733.76136,426,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071739.9505367,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071746.4799697,443,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071752.8279808,442,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071759.0142624,374,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071765.2961135,446,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071771.4776747,459,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071778.186906,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071784.5956042,429,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,6.0
19.0890_72.8690,1752071791.1263423,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071797.644047,441,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071803.992854,447,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071810.154154,435,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071816.6475239,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071823.2506404,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,7.0
19.0890_72.8690,1752071829.4389052,450,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071836.082732,435,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071842.5845675,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071849.1854727,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071856.1508377,417,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,0.0
19.0890_72.8690,1752071862.5014532,446,0.0,28.4,0.5,720,0,0,320,27.1,72.0,1013.25,14.3,6.0
19.0890_72.8690,1752071869.4635913,457,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071876.3207176,452,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071883.0321014,450,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071889.3886547,463,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071895.7979574,454,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071902.5365288,454,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071908.7936149,447,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,14.0
19.0890_72.8690,1752071915.309129,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071921.867983,463,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071928.7337582,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071935.4655378,335,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071941.724598,450,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071948.6480033,437,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071954.9734607,433,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071961.7224731,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752071968.9954808,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071975.5462112,471,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071981.9381864,439,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071988.103514,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752071994.5341675,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072001.147872,458,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072007.804466,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072014.5229897,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072021.116064,453,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072027.6097198,445,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072033.9636657,449,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072040.5740776,453,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072047.0867887,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072053.4516587,458,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072059.8088336,448,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,12.0
19.0890_72.8690,1752072066.8882315,450,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072073.303327,455,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072080.3015244,454,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072086.7524033,452,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072092.9970136,462,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,7.0
19.0890_72.8690,1752072099.3765473,461,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,1.0
19.0890_72.8690,1752072105.6988149,451,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072112.4276538,461,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072118.839091,459,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072125.4399765,455,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072131.9128196,438,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072138.3628917,460,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072145.056725,455,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072151.7455273,453,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072158.235321,470,0.0,28.4,0.5,720,0,0,320,27.1,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072164.5807495,453,0.0,28.4,0.5,720,0,0,320,27.1,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072171.029173,464,0.0,28.4,0.5,720,0,0,320,27.1,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072177.2774189,459,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072184.2105327,460,0.0,28.4,0.5,720,0,0,320,27.1,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072190.8942645,465,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072197.344603,463,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072203.8788428,441,0.0,28.4,0.5,720,0,0,320,27.1,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072210.236615,464,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072216.9372091,464,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072223.2264762,451,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072230.113895,459,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072236.5211642,457,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072243.2213466,453,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072249.9384406,464,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072256.532018,465,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072263.1896899,455,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072269.536145,470,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,4.0
19.0890_72.8690,1752072276.646011,461,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072282.9531918,463,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072289.3013656,460,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072295.6976233,469,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072302.0754359,467,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072308.2333963,473,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072314.5939045,466,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072320.8293009,467,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072327.2599165,464,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,11.0
19.0890_72.8690,1752072333.6378357,464,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072340.0195594,471,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072346.4393566,470,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,15.0
19.0890_72.8690,1752072352.6863406,464,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
19.0890_72.8690,1752072359.0463474,469,0.0,28.4,0.5,720,0,0,320,27.2,74.0,1013.25,14.3,0.0
19.0890_72.8690,1752072365.3908906,467,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,15.0
19.0890_72.8690,1752072372.0401392,467,0.0,28.4,0.5,720,0,0,320,27.2,73.0,1013.25,14.3,0.0
